Latitude,Longitude
33.55734667,-113.274505
31.9636772,-110.4545877
33.44690167,-112.088145
33.44675833,-112.08704329999999
34.54543448,-112.17955900000001
33.447195,-112.100895
33.44942667,-112.1022817
33.9132807,-112.14563829999999
33.44898167,-112.1022517
32.8352892,-111.71693400000001
31.968145,-110.98933670000001
33.44917667,-112.10130670000001
33.1277441,-111.84980870000001
33.28380833,-111.63505330000001
33.42392333,-112.04853329999999
32.78,-111.62
33.5808792,-111.6238169
33.64752667,-112.2188283
33.64894667,-112.3649267
33.386600699999995,-111.5185932
33.423905,-112.04861170000001
33.45994667,-112.30128329999998
32.0936125,-110.9931336
32.181940000000004,-110.95695
35.17078833,-113.5199767
32.98570721,-112.048001
33.44710754,-112.082532
33.44746833,-112.09035829999999
33.44699014,-112.0957244
32.11897333,-110.865775
33.46662584,-112.0232061
32.5901779,-111.33733799999999
33.42391333,-112.04855500000001
35.27282167,-109.2657467
33.07738188,-112.04064840000002
33.47681301,-112.1170865
31.99589023,-110.61790800000001
33.87001559,-112.1462446
33.44802167,-112.11024499999999
33.44640167,-112.0956267
33.6269164,-111.5607114
33.44795833,-112.0881233
33.66864977,-112.0828679
32.6272884,-114.52137340000002
33.6368228,-111.54851880000001
35.1738795,-111.66848470000001
35.1342366,-111.68501459999999
33.4615984,-112.09709029999999
33.8648715,-112.63452020000001
33.3857298,-111.91641499999999
33.6534672,-114.2837392
33.44715667,-112.08754170000002
31.9843208,-110.55357190000001
33.4345687,-112.6552327
33.522936,-112.2688987
33.63730436,-111.54486979999999
34.36253902,-112.17452469999999
33.449465000000004,-112.09817
32.8349168,-111.6860803
32.240444399999994,-110.9854445
33.44736667,-112.09163999999998
35.22650667,-114.3120733
33.948552,-111.4215743
35.25828833,-112.19413
34.48115667,-114.3382633
33.44823833,-112.0832183
33.3483844,-112.6242643
33.671693,-112.0004164
33.59298355,-112.1165737
34.5654843,-111.8784337
32.236145,-110.9848733
32.670363300000005,-114.44836140000001
35.218565000000005,-112.49830829999999
33.81656833,-111.4820683
33.44744333,-112.0885233
33.44920281,-112.1001148
31.859375899999996,-110.9920909
35.234555900000004,-113.21223959999999
34.845735100000006,-111.85562420000001
33.8373294,-111.4709403
33.44696667,-112.0924267
33.42164945,-111.97846580000001
35.1832073,-111.702845
34.5873713,-111.878892
33.58486698,-113.459906
33.3327484,-111.0298029
33.44084833,-112.0888817
32.1869187,-110.968124
31.3464985,-110.96478940000002
